Clock:Tick#,Clock:offsetTime,IMU_ATTI(0):Longitude,IMU_ATTI(0):Latitude,IMU_ATTI(0):press:D,IMU_ATTI(0):alti:D,IMU_ATTI(0):relativeHeight:C,IMU_ATTI(0):absoluteHeight:C,IMU_ATTI(0):numSats,IMU_ATTI(0):roll:C,IMU_ATTI(0):pitch:C,IMU_ATTI(0):yaw:C,IMU_ATTI(0):accelX,IMU_ATTI(0):accelY,IMU_ATTI(0):accelZ,IMU_ATTI(0):accelComposite:C,IMU_ATTI(0):gyroX,IMU_ATTI(0):gyroY,IMU_ATTI(0):gyroZ,IMU_ATTI(0):gyroComposite:C,IMU_ATTI(0):velN,IMU_ATTI(0):velE,IMU_ATTI(0):velD,IMU_ATTI(0):velComposite:C,IMU_ATTI(0):velH:C,IMU_ATTI(0):magX,IMU_ATTI(0):magY,IMU_ATTI(0):magZ,IMU_ATTI(0):magMod:C,IMU_ATTI(0):temperature,IMU_ATTI(0):yawUnWrapped:C,IMU_ATTI(0):tiltInclination:C,IMU_ATTI(0):tiltDirectionEarthFrame:C,IMU_ATTI(0):tiltDirectionBodyFrame:C,IMU_ATTI(0):yaw360:C,IMU_ATTI(0):magYaw:C,IMU_ATTI(0):Yaw-magYaw:C,IMUCalcs(0):PosN:C,IMUCalcs(0):PosE:C,IMUCalcs(0):PosD:C,IMUCalcs(0):height:C,IMUCalcs(0):velN:C,IMUCalcs(0):velE:C,IMUCalcs(0):velD:C,IMUCalcs(0):diffVelN:C,IMUCalcs(0):diffVelE:C,IMUCalcs(0):diffVelD:C,IMUCalcs(0):Lat:C,IMUCalcs(0):Long:C,IMUCalcs(0):VelocityError:C,IMUCalcs(0):PositionError:C,IMUCalcs(0):totalGyroZ:C,IMUCalcs(0):totalGyroX:C,IMUCalcs(0):totalGyroY:C,IMU_ATTI(0):distanceHP:C,IMU_ATTI(0):distanceTravelled:C,IMU_ATTI(0):directionOfTravel[mag]:C,IMU_ATTI(0):directionOfTravel[true]:C,IMU_ATTI(0):quatW:D,IMU_ATTI(0):quatX:D,IMU_ATTI(0):quatY:D,IMU_ATTI(0):quatZ:D,IMU_ATTI(0):agX:D,IMU_ATTI(0):agY:D,IMU_ATTI(0):agZ:D,IMU_ATTI(0):gbX:D,IMU_ATTI(0):gbY:D,IMU_ATTI(0):gbZ:D,IMU_ATTI(0):ty:D,IMU_ATTI(0):tz:D,IMU_ATTI(0):sensor_stat:D,IMU_ATTI(0):filter_stat:D,IMU_ATTI(0):atti_cnt:D,GPS:Long,GPS:Lat,GPS:Date,GPS:Time,GPS:dateTimeStamp,GPS:heightMSL,GPS:hDOP,GPS:pDOP,GPS:sAcc,GPS:numGPS,GPS:numGLNAS,GPS:numSV,GPS:velN,GPS:velE,GPS:velD,GPS:rawDate,GPS:rawTime,Mr_controller:ctrl_tick:D,Mr_controller:ctrl_pitch:D,Mr_controller:ctrl_roll:D,Mr_controller:ctrl_yaw:D,Mr_controller:ctrl_throttle:D,Controller:ctrl_mode:C,Mr_controller:mode_switch:D,Mr_controller:motor_state:D,Mr_controller:sig_level:D,Mr_controller:ctrl_level:D,Mr_controller:in_sim_mode:D,Mr_controller:max_height:D,Mr_controller:max_radius:D,Mr_controller:cur_plan_req:D,Mr_controller:cur_plan:D,Mr_controller:cur_mis_type:D,Mr_controller:cur_mis_req:D,Mr_controller:is_soaring_up:D,Mr_controller:CL_tors:D,Mr_controller:D2H_x:D,Mr_controller:D2H_y:D,Mr_controller:D2H_type:D,Mr_controller:temp_level:D,Mr_controller:throw_fly_inairT:D,Mr_controller:in_wifi:D,Mr_controller:height_level:D,RC_Info:failSafe,RC_Info:dataLost,RC_Info:appLost,RC_Info:sigStrength:C,RC_Info:cur_cmd:D,RC_Info:video_lost,RC_Info:frame_lost,RC_Info:sky_con,RC_Info:gnd_con,RC_Info:connected,RC_Info:m_changed:D,RC_Info:arm_status:D,RC_Info:A:D,RC_Info:E:D,RC_Info:T:D,RC_Info:R:D,RC_Info:U:D,RC_Info:lat:D,RC_Info:lon:D,RC_Info:gps_state:D,RC_Info:pro_rc_enable_flag:D,RC_Info:pro_rc_tilt_perc:D,RC_Info:pro_rc_vert_perc:D,RC_Info:pro_rc_tors_perc:D,MagCali(0):X:D,MagCali(0):Y:D,MagCali(0):Z:D,MagCali(0):Mod:C,MagCali(0):magYaw:C,MagCali(1):X:D,MagCali(1):Y:D,MagCali(1):Z:D,MagCali(1):Mod:C,MagCali(1):magYaw:C,CompassFilter(0):X:D,CompassFilter(0):Y:D,CompassFilter(0):Z:D,CompassFilter(1):X:D,CompassFilter(1):Y:D,CompassFilter(1):Z:D,OA:avoidObst,OA:emergBrake,OA:radiusLimit,OA:airportLimit,OA:groundForceLanding,OA:horizNearBoundary,OA:vertLowLimit,OA:vertAirportLimit,OA:roofLimit,OA:hitGroundLimit,OA:frontDistance,MVO:velX,MVO:velY,MVO:velZ,MVO:posX,MVO:posY,MVO:posZ,MVO:hoverPointUncertainty1,MVO:hoverPointUncertainty2,MVO:hoverPointUncertainty3,MVO:hoverPointUncertainty4,MVO:hoverPointUncertainty5,MVO:hoverPointUncertainty6,MVO:velocityUncertainty1,MVO:velocityUncertainty2,MVO:velocityUncertainty3,MVO:velocityUncertainty4,MVO:velocityUncertainty5,MVO:velocityUncertainty6,MVO:height,MVO:heightUncertainty,AirSpeed:comp_alti:D,AirSpeed:wind_spd:D,AirSpeed:vel_level:D,eventLog,osd_data:flyCState,osd_data:flycCommand,osd_data:flightAction,osd_data:nonGPSCause,osd_data:compassError,osd_data:connectedToRC,osd_data:lowVoltage,osd_data:ModeSwitch,osd_data:gpsUsed,osd_data:visionUsed,osd_data:notEnoughForce,osd_data:flightTime,osd_data:navHealth,osd_data:vpsHeight,osd_data:relativeHeight,usonic:usonic_h,CtrlAllocation:raw_tilt_x,CtrlAllocation:raw_tilt_y,CtrlAllocation:raw_tors,CtrlAllocation:raw_lift,CtrlAllocation:fix_tilt_x,CtrlAllocation:fix_tilt_y,CtrlAllocation:fix_tor,CtrlAllocation:fix_lift,CtrlAllocation:bound_max,CtrlAllocation:bound_min,CtrlAllocation:tors_limit_scale,CtrlAllocation:tilt_scale,CtrlAllocation:lift_diff:C,MotorCtrl:Status,MotorCtrl:PWM:RFront,MotorCtrl:PWM:LFront,MotorCtrl:PWM:LBack,MotorCtrl:PWM:RBack,ATTI_MINI0:s_qw0,ATTI_MINI0:s_qx0,ATTI_MINI0:s_qy0,ATTI_MINI0:s_qz0,ATTI_MINI0:roll:C,ATTI_MINI0:pitch:C,ATTI_MINI0:yaw:C,ATTI_MINI0:s_pgz0,ATTI_MINI0:s_vgz0,ATTI_MINI0:s_agz0,ATTI_MINI0:s_rsv00,ATTI_MINI0:s_rsv10,ATTI_MINI0:s_cnt0,CtrlVelVert:vel_cmd,CtrlVelVert:vel_before,CtrlVelVert:vel_after,CtrlVelVert:vel_fdbk,CtrlVelVert:vel_tag,CtrlVelVert:vel_diff,Attribute|Value,ConvertDatV3,4.3.0
720371668,105.223,113.9589769,22.54264511,104.526596,104.526596,4.426598069,,15,0.07104658,0.21610412,0.016715383,0.003510769,0.001182185,-0.99869704,0.9987039,0.46645185,0.2597623,-0.6465869,0.8385275,0.001676534,-0.001294361,-5.41E-04,0.002186062,0.00211805,1499,0,5,1499,0.55,0.016715383,0.227482992,161.8179452,161.8012298,0.016715383,2.37E-04,-0.016478405,-19.46809641,8.026888591,-4.612814031,4.612814031,0.018950123,-0.003883742,-5.56E-04,0.017273589,-0.002589382,-1.45E-05,22.54263792,113.9589802,FALSE,FALSE,1.66254175,-8.34594527,5.079173377,,20.96375178,,,0.9999981,6.20E-04,0.001885953,1.47E-04,-0.037224576,0.012218425,2.33E-04,0,0,0,55,55,4096,0,44582,0,0,,,,,99.99,99.99,3.75E+07,0,0,0,,,,20151018,226,7334,0,0,0,0,GPS_Atti,2,1,5,5,1,30,50,16,5,3,2,0,0,-18.689524,7.7057953,1,0,0,0,0,Hover,,lost,71.42857,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,100,100,100,704,394,1303,1532,-28.96462273,378,431,1271,1394,-48.28582047,201,182,186,108,215,393,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,38,,,,,,,0.031999998,0,0,0.031999998,0,0.031999998,0.002,0,0.99999726,0.002,0,0.002,,1000000,0,0.35459128,0,   7334 [L-SEND DATA][ERROR][AddBag] Bag 0 of device 9 is occupied,GPS_Atti,OTHER,NONE,ALREADY,FALSE,Connected,,P,TRUE,FALSE,FALSE,101100,5,4.5,4.4,0.123,9.92E-04,0.00412514,2.57E-04,40.636955,9.92E-04,0.00412514,2.57E-04,40.636955,40.640316,0,1,1,0,2,61.18,61.18,61.18,61.17,0.999998,6.27E-04,0.001910047,1.47E-04,-0.071801956,-0.218886078,-0.017018215,104.526596,-5.42E-04,2.35E-04,0,0,1,0,0,0,0,2,0,,,
720521859,105.256,113.9589769,22.54264511,104.52662,104.52662,4.426620958,,15,0.066194646,0.199790347,0.01654498,-0.007770824,-0.008052431,-1.0041182,1.0041806,0.14163701,-0.95720685,0.94915307,1.3554326,6.05E-04,-9.41E-04,-5.34E-04,0.00124019,0.001119259,1499,0,5,1499,0.55,0.01654498,0.210470527,161.6855125,161.6689675,0.01654498,2.21E-04,-0.016324186,-19.468061,8.026853778,-4.612830798,4.612830798,0.018950123,-0.003883742,-5.56E-04,0.018344666,-0.002942381,-2.14E-05,22.54263792,113.9589802,FALSE,FALSE,1.648738554,-8.34503475,5.080349688,,20.96380003,,,0.99999833,5.77E-04,0.001743582,1.45E-04,-0.034426104,0.011387326,2.28E-04,0,0,0,55,55,4096,0,44594,0,0,,,,,99.99,99.99,3.75E+07,0,0,0,,,,20151018,227,7335,0,0,0,0,GPS_Atti,2,1,5,5,1,30,50,16,5,3,2,0,0,-18.68949,7.7057695,1,0,0,0,0,Hover,,lost,71.42857,0,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,100,100,100,707,391,1294,1525,-28.69781421,378,431,1271,1394,-48.31986312,203,181,182,108,215,393,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,38,,,,,,,0.031999998,0,0,0.031999998,0,0.031999998,0.002,0,0.99999726,0.002,0,0.002,,1000000,0,0.34418222,0,,GPS_Atti,OTHER,NONE,ALREADY,FALSE,Connected,,P,TRUE,FALSE,FALSE,101100,5,4.5,4.4,0.119,0.001170658,0.004015913,2.58E-04,40.63698,0.001170658,0.004015913,2.58E-04,40.63698,40.64039,0,1,1,0,2,61.18,61.18,61.18,61.17,0.9999982,5.98E-04,0.001814292,1.46E-04,-0.068545623,-0.207912814,-0.016878982,104.52661,-5.38E-04,2.28E-04,0,0,1,0,0,0,0,2,0,,,
720672052,105.29,113.9589769,22.54264511,104.526634,104.526634,4.426636216,,15,0.060679785,0.181302989,0.01634663,0.009631142,0.008334412,-1.0067116,1.0067922,0.99212414,0.97301143,-1.3437043,1.9330294,-5.40E-04,-5.61E-04,-5.26E-04,9.39E-04,7.78E-04,1499,0,4,1499,0.55,0.01634663,0.191187763,161.5116649,161.4953182,0.01634663,1.62E-04,-0.01618471,-19.46806006,8.026826477,-4.612850127,4.612850127,0.018950123,-0.003883742,-5.56E-04,0.019489797,-0.003323135,-2.93E-05,22.54263792,113.9589802,FALSE,FALSE,1.658494296,-8.339506419,5.07125463,,20.96382987,,,0.99999857,5.29E-04,0.001582242,1.43E-04,-0.031254224,0.01044244,2.20E-04,0,0,0,55,55,4096,0,44608,0,0,,,,,99.99,99.99,3.75E+07,0,0,0,,,,20151018,227,7337,0,0,0,0,GPS_Atti,2,1,5,5,1,30,50,16,5,3,2,0,0,-18.689465,7.7057357,1,0,0,0,0,Hover,,lost,71.42857,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,100,100,100,714,391,1291,1526,-28.48430457,378,431,1271,1394,-48.35848932,204,181,182,108,215,393,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,38,,,,,,,0.031999998,0,0,0.031999998,0,0.031999998,0.002,0,0.99999833,0.002,0,0.002,,1000000,0,0.34418222,0,,GPS_Atti,OTHER,NONE,ALREADY,FALSE,Connected,,P,TRUE,FALSE,FALSE,101100,5,4.5,4.4,0.119,5.02E-04,0.001877541,2.56E-04,40.636898,5.02E-04,0.001877541,2.56E-04,40.636898,40.638325,0,1,1,0,2,61.18,61.18,61.18,61.18,0.99999857,5.43E-04,0.001627765,1.44E-04,-0.062183528,-0.186537171,-0.016605774,104.526634,-5.29E-04,2.21E-04,0,0,1,0,0,0,0,2,0,,,
720827583,105.324,113.9589769,22.54264511,104.52666,104.52666,4.426659104,,15,0.056087276,0.165943665,0.016177155,1.15E-04,-0.004205952,-1.0060724,1.0060812,-0.7653158,0.4786565,-0.95896006,1.3169756,-0.001434293,-2.60E-04,-5.20E-04,0.00154759,0.001457699,1499,0,4,1499,0.55,0.016177155,0.175165771,161.3414884,161.3253112,0.016177155,1.50E-04,-0.01602749,-19.46809116,8.026813676,-4.612866511,4.612866511,0.018950123,-0.003883742,-5.56E-04,0.020384416,-0.003623571,-3.58E-05,22.54263792,113.9589802,FALSE,FALSE,1.647693453,-8.343518026,5.062165154,,20.96386326,,,0.9999988,4.89E-04,0.0014482,1.42E-04,-0.028618934,0.009655557,2.16E-04,0,0,0,55,55,4096,0,44620,0,0,,,,,99.99,99.99,3.75E+07,0,0,0,,,,20151018,227,7339,0,0,0,0,GPS_Atti,2,1,5,5,1,30,50,16,5,3,2,0,0,-18.689484,7.7057133,1,0,0,0,0,Hover,,lost,71.42857,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,100,100,100,717,394,1294,1530,-28.58588559,378,431,1271,1394,-48.39061487,205,182,185,108,215,393,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,38,,,,,,,0.031999998,0,0,0.031999998,0,0.031999998,0.002,0,0.99999833,0.002,0,0.002,,1000000,0,0.34418222,0,,GPS_Atti,OTHER,NONE,ALREADY,FALSE,Connected,,P,TRUE,FALSE,FALSE,101200,5,4.5,4.4,0.123,0.001058422,0.004216324,2.50E-04,40.63692,0.001058422,0.004216324,2.50E-04,40.63692,40.6404,0,1,1,0,2,61.18,61.18,61.18,61.17,0.9999988,4.89E-04,0.0014482,1.42E-04,-0.056040185,-0.165959583,-0.016339539,104.52666,-5.20E-04,2.16E-04,0,0,1,0,0,0,0,2,0,,,
720977786,105.358,113.9589769,22.54264511,104.52667,104.52667,4.426674363,,15,0.050904514,0.148677586,0.015979902,-0.006944464,-0.009028211,-1.0082557,1.0083201,-0.7081914,0.50450706,0.61834484,1.0669643,-0.002379984,6.10E-05,-5.12E-04,0.002435244,0.002380766,1499,0,3,1499,0.55,0.015979902,0.157150472,161.1157393,161.0997594,0.015979902,1.02E-04,-0.015878026,-19.46816086,8.026810138,-4.612885289,4.612885289,0.003632113,-0.003883742,-5.56E-04,0.006012097,-0.003944754,-4.34E-05,22.54263792,113.9589802,FALSE,FALSE,1.63700916,-8.350483165,5.039636763,,20.96393013,,,0.99999905,4.44E-04,0.001297518,1.40E-04,-0.025654117,0.008766957,2.15E-04,0,0,0,55,55,4096,0,44634,0,0,,,,,99.99,99.99,3.75E+07,0,0,0,,,,20151018,227,7340,0,0,0,0,GPS_Atti,2,1,5,5,1,30,50,16,5,3,2,0,0,-18.689514,7.705708,1,0,0,0,0,Hover,,lost,71.42857,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,100,100,100,717,394,1313,1547,-28.60339749,378,431,1271,1394,-48.42677878,204,182,189,108,215,393,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,38,,,,,,,0.031999998,0,0,0.031999998,0,0.031999998,0.002,0,0.99999833,0.002,0,0.002,,1000000,0,0.34418222,0,,GPS_Atti,OTHER,NONE,ALREADY,FALSE,Connected,,P,TRUE,FALSE,FALSE,101300,5,4.5,4.4,0.123,0.00144366,0.004921473,2.49E-04,40.63691,0.00144366,0.004921473,2.49E-04,40.63691,40.64116,0,1,1,0,2,61.18,61.18,61.18,61.17,0.9999989,4.63E-04,0.001361264,1.41E-04,-0.053056495,-0.155996993,-0.016208874,104.526665,-5.15E-04,2.17E-04,0,0,1,0,0,0,0,2,0,,,
721132195,105.392,113.9589769,22.54264511,104.52669,104.52669,4.426689622,,15,0.046642689,0.134535603,0.015811425,-2.74E-04,-0.006161582,-1.0068314,1.0068502,0.24716689,0.735476,1.0869002,1.3354282,-0.003109864,3.12E-04,-5.06E-04,0.003166141,0.003125482,1499,0,3,1499,0.55,0.015811425,0.142391548,160.8947146,160.8789032,0.015811425,9.33E-05,-0.015718078,-19.46824692,8.026816023,-4.612901219,4.612901219,0.003632113,-0.003883742,-5.56E-04,0.006741977,-0.004195807,-4.98E-05,22.54263792,113.9589802,FALSE,FALSE,1.64112006,-8.367288504,5.050528695,,20.96401226,,,0.9999993,4.07E-04,0.0011741,1.38E-04,-0.02322463,0.008035802,2.15E-04,0,0,0,55,55,4096,0,44646,0,0,,,,,99.99,99.99,3.75E+07,0,0,0,,,,20151018,227,7342,0,0,0,0,GPS_Atti,2,1,5,5,1,30,50,16,5,3,2,0,0,-18.689602,7.7057085,1,0,0,0,0,Hover,,lost,71.42857,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,100,100,100,707,394,1316,1544,-28.95800246,378,431,1271,1394,-48.45644018,202,182,190,108,215,393,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,38,,,,,,,0.031999998,0,0,0.031999998,0,0.031999998,0.002,0,0.99999905,0.002,0,0.002,,1000000,0,0.34418222,0,,GPS_Atti,OTHER,NONE,ALREADY,FALSE,Connected,,P,TRUE,FALSE,FALSE,101300,5,4.5,4.4,0.119,0.001265794,0.00446756,2.46E-04,40.636852,0.001265794,0.00446756,2.46E-04,40.636852,40.64066,0,1,1,0,2,61.18,61.18,61.18,61.17,0.99999917,4.13E-04,0.001194298,1.39E-04,-0.047302939,-0.136863155,-0.01595248,104.52669,-5.07E-04,2.16E-04,0,0,1,0,0,0,0,2,0,,,
721284384,105.426,113.9589769,22.54264511,104.52671,104.52671,4.42671251,,15,0.041889959,0.118805491,0.01561586,1.03E-04,0.004769301,-0.99853736,0.99854875,1.0549793,-1.216462,-0.8640304,1.8273778,-0.003871647,5.78E-04,-4.98E-04,0.003946127,0.003914541,1499,0,3,1499,0.55,0.01561586,0.125974217,160.593356,160.5777401,0.01561586,8.38E-05,-0.015532025,-19.46837468,8.026832361,-4.61291955,4.61291955,0.003632113,-0.003883742,-5.56E-04,0.00750376,-0.004461654,-5.73E-05,22.54263792,113.9589802,FALSE,FALSE,1.623019607,-8.356392075,5.056873713,,20.96413528,,,0.9999994,3.65E-04,0.001036823,1.37E-04,-0.02052214,0.007220349,2.15E-04,0,0,0,55,55,4096,0,44660,0,0,,,,,99.99,99.99,3.75E+07,0,0,0,,,,20151018,227,7343,0,0,0,0,GPS_Atti,2,1,5,5,1,30,50,16,5,3,2,0,0,-18.689663,7.7057137,1,0,0,0,0,Hover,,lost,71.42857,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,100,100,100,704,394,1310,1538,-29.0807691,378,431,1271,1394,-48.48946772,201,182,187,108,215,393,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,38,,,,,,,0.031999998,0,0,0.031999998,0,0.031999998,0.002,0,0.99999905,0.002,0,0.002,,1000000,0,0.34418222,0,,GPS_Atti,OTHER,NONE,ALREADY,FALSE,Connected,,P,TRUE,FALSE,FALSE,101300,5,4.5,4.4,0.123,0.001311326,0.004970467,2.39E-04,40.63685,0.001311326,0.004970467,2.39E-04,40.63685,40.641052,0,1,1,0,2,61.18,61.18,61.18,61.17,0.9999994,3.65E-04,0.001036823,1.37E-04,-0.041857487,-0.118816927,-0.015702691,104.52671,-4.98E-04,2.15E-04,0,0,1,0,0,0,0,2,0,,,
721437031,105.46,113.9589769,22.54264511,104.526726,104.526726,4.426727769,,15,0.03800094,0.10598651,0.015449088,-0.008384772,0.005602801,-1.0000631,1.0001138,-0.56991017,-0.55360883,0.4098917,0.89403105,-0.004451235,7.84E-04,-4.92E-04,0.004546369,0.004519682,1499,0,2,1499,0.55,0.015449088,0.112593095,160.2904226,160.2749735,0.015449088,5.07E-05,-0.015398386,-19.46850457,8.026853632,-4.612934984,4.612934984,0.003632113,-0.003883742,-5.56E-04,0.008083348,-0.004667345,-6.37E-05,22.54263792,113.9589802,FALSE,FALSE,1.622530759,-8.357687101,5.046616595,,20.96426081,,,0.9999995,3.31E-04,9.25E-04,1.35E-04,-0.018318813,0.00655289,2.12E-04,0,0,0,55,55,4096,0,44672,0,0,,,,,99.99,99.99,3.75E+07,0,0,0,,,,20151018,227,7345,0,0,0,0,GPS_Atti,2,1,5,5,1,30,50,16,5,3,1,0,0,-18.689827,7.705737,1,0,0,0,0,Hover,,lost,71.42857,0,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,100,100,100,707,398,1297,1529,-29.24123463,378,431,1271,1394,-48.51641953,202,183,183,108,215,393,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,38,,,,,,,0.031999998,0,0,0.031999998,0,0.031999998,0.002,0,0.99999905,0.002,0,0.002,,1000000,0,0.34418222,0,,GPS_Atti,OTHER,NONE,ALREADY,FALSE,Connected,,P,TRUE,FALSE,FALSE,101300,5,4.5,4.4,0.123,0.001495158,0.005211309,2.31E-04,40.636784,0.001495158,0.005211309,2.31E-04,40.636784,40.641296,0,1,1,0,2,61.18,61.18,61.18,61.17,0.9999995,3.43E-04,9.62E-04,1.36E-04,-0.039247663,-0.110198172,-0.015580113,104.526726,-4.94E-04,2.13E-04,0,0,1,0,0,0,0,2,0,,,
721587180,105.493,113.9589769,22.5426451,104.52675,104.52675,4.426750657,,15,0.033698809,0.091875855,0.01525525,0.004473459,-0.009785092,-0.99279773,0.992856,-0.60854566,-0.23224334,0.35045666,0.73965174,-0.005046441,9.99E-04,-4.84E-04,0.00516712,0.005144367,1499,0,2,1499,0.55,0.01525525,0.097861016,159.8729216,159.8576663,0.01525525,4.50E-05,-0.015210289,-19.46867806,8.026886221,-4.612952792,4.612952792,0.003632113,-2.00E-04,-5.56E-04,0.008678554,-0.001199182,-7.12E-05,22.54263791,113.9589802,FALSE,FALSE,1.642854163,-8.3671643,5.034006776,,20.96442758,,,0.99999964,2.94E-04,8.02E-04,1.33E-04,-0.015892362,0.005814133,2.15E-04,0,0,0,55,55,4096,0,44686,0,0,,,,,99.99,99.99,3.75E+07,0,0,0,,,,20151018,227,7347,0,0,0,0,GPS_Atti,2,1,5,5,1,30,50,16,5,3,1,0,0,-18.689985,7.7057652,1,0,0,0,0,Hover,,lost,71.42857,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,100,100,100,707,398,1291,1524,-29.25876779,378,431,1271,1394,-48.54613203,202,182,182,108,215,393,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,38,,,,,,,0.031999998,0,0,0.031999998,0,0.031999998,0.002,0,0.9999995,0.002,0,0.002,,1000000,0,0.34418222,0,   7346 [L-FMU][DB]FATAL ERROR fail to fill data 282 for invalid src,GPS_Atti,OTHER,NONE,ALREADY,FALSE,Connected,,P,TRUE,FALSE,FALSE,101300,5,4.5,4.4,0.123,0.001268841,0.004417206,2.30E-04,40.636784,0.001268841,0.004417206,2.30E-04,40.636784,40.640575,0,1,1,0,2,61.18,61.18,61.18,61.17,0.99999964,2.99E-04,8.19E-04,1.34E-04,-0.034272668,-0.093845644,-0.015339045,104.52675,-4.85E-04,2.14E-04,0,0,1,0,0,0,0,2,0,,,
721737884,105.527,113.9589769,22.5426451,104.526764,104.526764,4.426765916,,15,0.030211117,0.080484039,0.015089796,0.00583474,9.02E-04,-0.99307,0.9930876,0.74278134,0.39398572,-1.0490409,1.3444091,-0.005491103,0.001163586,-4.78E-04,0.005633338,0.005613033,1499,0,2,1499,0.55,0.015089796,0.085967376,159.4405821,159.4254923,0.015089796,4.03E-05,-0.015049488,-19.46884302,8.026920089,-4.612967842,4.612967842,0.003632113,-2.00E-04,-5.56E-04,0.009123216,-0.001363795,-7.77E-05,22.54263791,113.9589802,FALSE,FALSE,1.634755103,-8.356479278,5.037336075,,20.96459089,,,0.99999976,2.64E-04,7.02E-04,1.32E-04,-0.013933216,0.005215151,2.18E-04,0,0,0,55,55,4096,0,44698,0,0,,,,,99.99,99.99,3.75E+07,0,0,0,,,,20151018,227,7348,0,0,0,0,GPS_Atti,2,1,5,5,1,30,50,16,5,3,1,0,0,-18.690084,7.7057843,1,0,0,0,0,Hover,,lost,71.42857,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,100,100,100,707,394,1288,1521,-29.02606516,378,431,1271,1394,-48.5701513,203,182,181,108,215,393,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,38,,,,,,,0.031999998,0,0,0.031999998,0,0.031999998,0.002,0,0.9999995,0.002,0,0.002,,1000000,0,0.34418222,0,,GPS_Atti,OTHER,NONE,ALREADY,FALSE,Connected,,P,TRUE,FALSE,FALSE,101400,5,4.5,4.4,0.123,0.001380856,0.004951183,2.29E-04,40.636726,0.001380856,0.004951183,2.29E-04,40.636726,40.640976,0,1,1,0,2,61.18,61.18,61.18,61.17,0.99999976,2.79E-04,7.51E-04,1.33E-04,-0.031909162,-0.086107472,-0.015220404,104.52676,-4.81E-04,2.17E-04,0,0,1,0,0,0,0,2,0,,,
721891224,105.561,113.9589769,22.5426451,104.52678,104.52678,4.426781175,,15,0.026382185,0.068045516,0.014897915,-0.004675992,-0.005631636,-0.9952542,0.99528116,1.132407,0.7147315,1.2020657,1.7994857,-0.005938165,0.001333649,-4.70E-04,0.006104223,0.006086084,1499,0,1,1499,0.55,0.014897915,0.072980892,158.8229064,158.8080085,0.014897915,1.76E-05,-0.014880315,-19.46905174,8.026965715,-4.612985137,4.612985137,0.003632113,-2.00E-04,-5.56E-04,0.009570278,-0.001533858,-8.54E-05,22.54263791,113.9589802,FALSE,FALSE,1.653625197,-8.352138524,5.009695356,,20.96479568,,,0.99999976,2.30E-04,5.94E-04,1.30E-04,-0.011792677,0.0045572,2.17E-04,0,0,0,55,55,4096,0,44712,0,0,,,,,99.99,99.99,3.75E+07,0,0,0,,,,20151018,227,7350,0,0,0,0,GPS_Atti,2,1,5,5,1,30,50,16,5,3,2,0,0,-18.690327,7.705836,1,0,0,0,0,Hover,,lost,71.42857,0,0,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,100,100,100,711,391,1297,1529,-28.71846168,378,431,1271,1394,-48.5964187,203,181,184,108,215,393,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,38,,,,,,,0.031999998,0,0,0.031999998,0,0.031999998,0.002,0,0.9999995,0.002,0,0.002,,1000000,0,0.34418222,0,,GPS_Atti,OTHER,NONE,ALREADY,FALSE,Connected,,P,TRUE,FALSE,FALSE,101400,5,4.5,4.4,0.123,0.001389981,0.004991819,2.27E-04,40.636734,0.001389981,0.004991819,2.27E-04,40.636734,40.641018,0,1,1,0,2,61.18,61.18,61.18,61.17,0.99999976,2.39E-04,6.24E-04,1.31E-04,-0.027430547,-0.071510681,-0.014986817,104.52678,-4.72E-04,2.21E-04,0,0,1,0,0,0,0,2,0,,,
