Clock:Tick#,Clock:offsetTime,IMU_ATTI(0):Longitude,IMU_ATTI(0):Latitude,IMU_ATTI(0):press:D,IMU_ATTI(0):alti:D,IMU_ATTI(0):relativeHeight:C,IMU_ATTI(0):absoluteHeight:C,IMU_ATTI(0):numSats,IMU_ATTI(0):roll:C,IMU_ATTI(0):pitch:C,IMU_ATTI(0):yaw:C,IMU_ATTI(0):accelX,IMU_ATTI(0):accelY,IMU_ATTI(0):accelZ,IMU_ATTI(0):accelComposite:C,IMU_ATTI(0):gyroX,IMU_ATTI(0):gyroY,IMU_ATTI(0):gyroZ,IMU_ATTI(0):gyroComposite:C,IMU_ATTI(0):velN,IMU_ATTI(0):velE,IMU_ATTI(0):velD,IMU_ATTI(0):velComposite:C,IMU_ATTI(0):velH:C,IMU_ATTI(0):magX,IMU_ATTI(0):magY,IMU_ATTI(0):magZ,IMU_ATTI(0):magMod:C,IMU_ATTI(0):temperature,IMU_ATTI(0):yawUnWrapped:C,IMU_ATTI(0):tiltInclination:C,IMU_ATTI(0):tiltDirectionEarthFrame:C,IMU_ATTI(0):tiltDirectionBodyFrame:C,IMU_ATTI(0):yaw360:C,IMU_ATTI(0):magYaw:C,IMU_ATTI(0):Yaw-magYaw:C,IMUCalcs(0):PosN:C,IMUCalcs(0):PosE:C,IMUCalcs(0):PosD:C,IMUCalcs(0):height:C,IMUCalcs(0):velN:C,IMUCalcs(0):velE:C,IMUCalcs(0):velD:C,IMUCalcs(0):diffVelN:C,IMUCalcs(0):diffVelE:C,IMUCalcs(0):diffVelD:C,IMUCalcs(0):Lat:C,IMUCalcs(0):Long:C,IMUCalcs(0):VelocityError:C,IMUCalcs(0):PositionError:C,IMUCalcs(0):totalGyroZ:C,IMUCalcs(0):totalGyroX:C,IMUCalcs(0):totalGyroY:C,IMU_ATTI(0):distanceHP:C,IMU_ATTI(0):distanceTravelled:C,IMU_ATTI(0):directionOfTravel[mag]:C,IMU_ATTI(0):directionOfTravel[true]:C,IMU_ATTI(0):quatW:D,IMU_ATTI(0):quatX:D,IMU_ATTI(0):quatY:D,IMU_ATTI(0):quatZ:D,IMU_ATTI(0):agX:D,IMU_ATTI(0):agY:D,IMU_ATTI(0):agZ:D,IMU_ATTI(0):gbX:D,IMU_ATTI(0):gbY:D,IMU_ATTI(0):gbZ:D,IMU_ATTI(0):ty:D,IMU_ATTI(0):tz:D,IMU_ATTI(0):sensor_stat:D,IMU_ATTI(0):filter_stat:D,IMU_ATTI(0):atti_cnt:D,GPS:Long,GPS:Lat,GPS:Date,GPS:Time,GPS:dateTimeStamp,GPS:heightMSL,GPS:hDOP,GPS:pDOP,GPS:sAcc,GPS:numGPS,GPS:numGLNAS,GPS:numSV,GPS:velN,GPS:velE,GPS:velD,GPS:rawDate,GPS:rawTime,Mr_controller:ctrl_tick:D,Mr_controller:ctrl_pitch:D,Mr_controller:ctrl_roll:D,Mr_controller:ctrl_yaw:D,Mr_controller:ctrl_throttle:D,Controller:ctrl_mode:C,Mr_controller:mode_switch:D,Mr_controller:motor_state:D,Mr_controller:sig_level:D,Mr_controller:ctrl_level:D,Mr_controller:in_sim_mode:D,Mr_controller:max_height:D,Mr_controller:max_radius:D,Mr_controller:cur_plan_req:D,Mr_controller:cur_plan:D,Mr_controller:cur_mis_type:D,Mr_controller:cur_mis_req:D,Mr_controller:is_soaring_up:D,Mr_controller:CL_tors:D,Mr_controller:D2H_x:D,Mr_controller:D2H_y:D,Mr_controller:D2H_type:D,Mr_controller:temp_level:D,Mr_controller:throw_fly_inairT:D,Mr_controller:in_wifi:D,Mr_controller:height_level:D,RC_Info:failSafe,RC_Info:dataLost,RC_Info:appLost,RC_Info:sigStrength:C,RC_Info:cur_cmd:D,RC_Info:video_lost,RC_Info:frame_lost,RC_Info:sky_con,RC_Info:gnd_con,RC_Info:connected,RC_Info:m_changed:D,RC_Info:arm_status:D,RC_Info:A:D,RC_Info:E:D,RC_Info:T:D,RC_Info:R:D,RC_Info:U:D,RC_Info:lat:D,RC_Info:lon:D,RC_Info:gps_state:D,RC_Info:pro_rc_enable_flag:D,RC_Info:pro_rc_tilt_perc:D,RC_Info:pro_rc_vert_perc:D,RC_Info:pro_rc_tors_perc:D,MagCali(0):X:D,MagCali(0):Y:D,MagCali(0):Z:D,MagCali(0):Mod:C,MagCali(0):magYaw:C,MagCali(1):X:D,MagCali(1):Y:D,MagCali(1):Z:D,MagCali(1):Mod:C,MagCali(1):magYaw:C,CompassFilter(0):X:D,CompassFilter(0):Y:D,CompassFilter(0):Z:D,CompassFilter(1):X:D,CompassFilter(1):Y:D,CompassFilter(1):Z:D,OA:avoidObst,OA:emergBrake,OA:radiusLimit,OA:airportLimit,OA:groundForceLanding,OA:horizNearBoundary,OA:vertLowLimit,OA:vertAirportLimit,OA:roofLimit,OA:hitGroundLimit,OA:frontDistance,MVO:velX,MVO:velY,MVO:velZ,MVO:posX,MVO:posY,MVO:posZ,MVO:hoverPointUncertainty1,MVO:hoverPointUncertainty2,MVO:hoverPointUncertainty3,MVO:hoverPointUncertainty4,MVO:hoverPointUncertainty5,MVO:hoverPointUncertainty6,MVO:velocityUncertainty1,MVO:velocityUncertainty2,MVO:velocityUncertainty3,MVO:velocityUncertainty4,MVO:velocityUncertainty5,MVO:velocityUncertainty6,MVO:height,MVO:heightUncertainty,AirSpeed:comp_alti:D,AirSpeed:wind_spd:D,AirSpeed:vel_level:D,eventLog,osd_data:flyCState,osd_data:flycCommand,osd_data:flightAction,osd_data:nonGPSCause,osd_data:compassError,osd_data:connectedToRC,osd_data:lowVoltage,osd_data:ModeSwitch,osd_data:gpsUsed,osd_data:visionUsed,osd_data:notEnoughForce,osd_data:flightTime,osd_data:navHealth,osd_data:vpsHeight,osd_data:relativeHeight,usonic:usonic_h,CtrlAllocation:raw_tilt_x,CtrlAllocation:raw_tilt_y,CtrlAllocation:raw_tors,CtrlAllocation:raw_lift,CtrlAllocation:fix_tilt_x,CtrlAllocation:fix_tilt_y,CtrlAllocation:fix_tor,CtrlAllocation:fix_lift,CtrlAllocation:bound_max,CtrlAllocation:bound_min,CtrlAllocation:tors_limit_scale,CtrlAllocation:tilt_scale,CtrlAllocation:lift_diff:C,MotorCtrl:Status,MotorCtrl:PWM:RFront,MotorCtrl:PWM:LFront,MotorCtrl:PWM:LBack,MotorCtrl:PWM:RBack,ATTI_MINI0:s_qw0,ATTI_MINI0:s_qx0,ATTI_MINI0:s_qy0,ATTI_MINI0:s_qz0,ATTI_MINI0:roll:C,ATTI_MINI0:pitch:C,ATTI_MINI0:yaw:C,ATTI_MINI0:s_pgz0,ATTI_MINI0:s_vgz0,ATTI_MINI0:s_agz0,ATTI_MINI0:s_rsv00,ATTI_MINI0:s_rsv10,ATTI_MINI0:s_cnt0,CtrlVelVert:vel_cmd,CtrlVelVert:vel_before,CtrlVelVert:vel_after,CtrlVelVert:vel_fdbk,CtrlVelVert:vel_tag,CtrlVelVert:vel_diff,Attribute|Value,ConvertDatV3,4.3.0
739081977,109.381,113.958977,22.54264494,101.21879,101.21879,1.118790147,,15,-7.91E-04,-0.002742457,-4.480379548,-8.98E-04,-0.002222584,-1.0182292,1.0182321,0.009780569,0.27248496,-24.35089,24.352415,-0.003997068,0.001428597,0.358259,0.35828415,0.004244695,1495,117,0,1499,0.55,-4.480379548,0.002854384,-20.57860889,-16.09822934,355.5196205,-4.474896511,0.005483038,-19.48808003,8.033159798,-1.167172269,1.167172269,-0.003835446,0.001463088,0.389076946,1.62E-04,3.45E-05,0.030817954,22.54263774,113.9589802,FALSE,FALSE,-3.177340302,-8.345658686,4.852109674,,20.98410136,,,0.99923575,-7.84E-06,-2.36E-05,-0.039088726,5.06E-04,-1.72E-04,-0.23522134,0,0,0,55,55,4096,0,46178,0,0,,,,,99.99,99.99,3.75E+07,0,0,0,,,,20151018,230,7533,0,0,-0.535567,-1,GPS_Atti,2,1,5,5,1,30,50,16,5,3,2,0,0,-18.708675,7.7118344,1,0,0,0,0,Hover,,lost,71.42857,0,0,0,1,1,1,0,0,0,0,-10000,-5984,2,0,0,0,0,100,100,100,711,398,1313,1545,-29.24228163,378,431,1271,1394,-48.75398945,202,183,188,108,215,393,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,38,,,,,,,0.031999998,0,0,0.031999998,0,0.031999998,0.002,0,1,0.002,0,0.002,,1000000,0,0.27486455,0,   7534 [L-SEND DATA][ERROR][AddBag] Bag 0 of device 9 is occupied,GPS_Atti,OTHER,NONE,ALREADY,FALSE,Connected,,P,TRUE,FALSE,FALSE,105100,5,1.2,1.1,0.123,-1.14E-06,-2.10E-05,-6.4994116,41.79782,-1.14E-06,-2.10E-05,-6.4994116,41.79782,48.29725,0,1,1,0,2,56.69,66.88,56.69,66.88,0.9993519,-7.78E-06,-2.41E-05,-0.035995986,9.91E-04,0.002725676,4.125727645,101.22419,0.36180177,-0.23751812,0,0,1,-31,-300,-31,-37,1,6,,,
739234443,109.415,113.958977,22.54264494,101.20639,101.20639,1.106392381,,15,-7.88E-04,-0.002635,-5.377260086,0.00427464,-3.90E-04,-1.0145308,1.0145398,-1.3997627,0.08132872,-26.276854,26.314236,-0.00398003,0.001421943,0.35011163,0.35013714,0.004226412,1493,140,0,1499,0.55,-5.377260086,0.002750364,-22.03081246,-16.65355238,354.6227399,-5.357013855,0.020246231,-19.4882253,8.033211711,-1.154271913,1.154271913,-0.003835446,0.001435199,0.389076946,1.45E-04,1.33E-05,0.038965313,22.54263774,113.9589802,FALSE,FALSE,-4.105103607,-8.368583834,4.839175316,,20.98424265,,,0.9988992,-7.95E-06,-2.26E-05,-0.046908226,4.82E-04,-1.81E-04,-0.23127313,0,0,0,55,55,4096,0,46192,0,0,,,,,99.99,99.99,3.75E+07,0,0,0,,,,20151018,230,7535,0,0,-0.56237113,-1,GPS_Atti,2,1,5,5,1,30,50,16,5,3,2,0,0,-18.708847,7.7118974,1,0,0,0,0,Hover,,lost,71.42857,0,0,0,1,1,1,0,0,0,0,-10000,-6227,2,0,0,0,0,100,100,100,701,398,1297,1527,-29.58938834,378,431,1271,1394,-48.75380553,200,183,184,108,215,393,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,38,,,,,,,0.031999998,0,0,0.031999998,0,0.031999998,0.002,0,1,0.002,0,0.002,,1000000,0,0.26815063,0,,GPS_Atti,OTHER,NONE,ALREADY,FALSE,Connected,,P,TRUE,FALSE,FALSE,105100,5,1.2,1.1,0.123,1.18E-04,-2.93E-05,-6.1631446,41.790592,1.18E-04,-2.93E-05,-6.1631446,41.790592,47.9538,0,1,1,0,2,56.98,66.63,56.98,66.63,0.99900484,-7.92E-06,-2.29E-05,-0.044603266,0.001024002,0.002584337,5.112853049,101.2099,0.35242707,-0.23201859,0,0,1,-31,-300,-31,-37,1,6,,,
739390214,109.449,113.958977,22.54264493,101.19599,101.19599,1.095993516,,15,-7.77E-04,-0.002546141,-6.213756931,0.00419661,-0.007780878,-1.021993,1.0220313,0.3915463,-0.60767376,-28.863209,28.872261,-0.003966079,0.001416055,0.3432238,0.34324965,0.004211294,1491,162,0,1499,0.55,-6.213756931,0.002661979,-23.1785376,-16.96478067,353.7862431,-6.200971001,0.01278593,-19.48834982,8.033256185,-1.143407167,1.143407167,-0.003835446,0.001435199,0.389076946,1.31E-04,1.91E-05,0.045853136,22.54263774,113.9589802,FALSE,FALSE,-4.968340233,-8.374364513,4.846580631,,20.98436377,,,0.99853015,-7.97E-06,-2.18E-05,-0.05419869,4.64E-04,-1.81E-04,-0.22790349,0,0,0,55,55,4096,0,46204,0,0,,,,,99.99,99.99,3.75E+07,0,0,0,,,,20151018,231,7537,0,0,-0.5917526,-1,GPS_Atti,2,1,5,5,1,30,50,16,5,3,2,0,0,-18.70898,7.711944,1,0,0,0,0,Hover,,lost,71.42857,0,0,0,1,1,1,0,0,0,0,-10000,-6439,2,0,0,0,0,100,100,100,701,394,1294,1523,-29.34144427,378,431,1271,1394,-48.75364061,201,182,182,108,215,393,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,38,,,,,,,0.031999998,0,0,0.031999998,0,0.031999998,0.002,0,1,0.002,0,0.002,,1000000,0,0.26815063,0,,GPS_Atti,OTHER,NONE,ALREADY,FALSE,Connected,,P,TRUE,FALSE,FALSE,105100,5,1.2,1.1,0.123,1.05E-05,-5.91E-05,-6.6214957,41.76428,1.05E-05,-5.91E-05,-6.6214957,41.76428,48.385807,0,1,1,0,2,56.56,66.95,56.56,66.95,0.99853015,-7.97E-06,-2.18E-05,-0.05419869,0.001047748,0.002447112,6.213757414,101.19599,0.3432238,-0.22790349,0,0,1,-29,-300,-29,-34,1,5,,,
739540282,109.483,113.958977,22.54264493,101.18411,101.18411,1.084114549,,15,-7.49E-04,-0.002450181,-7.279508466,0.008623609,-0.005055243,-1.0198275,1.0198765,0.38842988,-0.9825372,-33.06598,33.082855,-0.003950517,0.001409104,0.3354262,0.33545244,0.004194301,1487,190,0,1499,0.55,-7.279508466,0.002562139,-24.27992681,-17.00041835,352.7204915,-7.28145819,-0.001949724,-19.48849399,8.033307635,-1.131049547,1.131049547,-0.003835446,0.001435199,0.389076946,1.15E-04,2.61E-05,0.053650735,22.54263774,113.9589802,FALSE,FALSE,-6.084362007,-8.371147449,4.837281482,,20.98450506,,,0.9979829,-7.88E-06,-2.09E-05,-0.06348298,4.43E-04,-1.81E-04,-0.21646896,0,0,0,55,55,4096,0,46218,0,0,,,,,99.99,99.99,3.75E+07,0,0,0,,,,20151018,231,7538,0,0,-0.6054639,-1,GPS_Atti,2,1,5,5,1,30,50,16,5,3,2,0,0,-18.709057,7.711971,1,0,0,0,0,Hover,,lost,71.42857,0,0,0,1,1,1,0,0,0,0,-10000,-6454,2,0,0,0,0,100,100,100,707,394,1282,1516,-29.13316337,378,431,1271,1394,-48.75344028,202,182,179,108,215,393,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,38,,,,,,,0.031999998,0,0,0.031999998,0,0.031999998,0.002,0,1,0.002,0,0.002,,1000000,0,0.26815063,0,,GPS_Atti,OTHER,NONE,ALREADY,FALSE,Connected,,P,TRUE,FALSE,FALSE,105200,5,1.2,1,0.123,2.16E-05,-4.04E-05,-6.8654222,41.694584,2.16E-05,-4.04E-05,-6.8654222,41.694584,48.56002,0,1,1,0,2,56.28,67.08,56.28,67.08,0.99823403,-7.93E-06,-2.13E-05,-0.059405044,0.001052146,0.002382185,6.811325231,101.18917,0.3387144,-0.22285697,0,0,1,-29,-300,-29,-34,1,5,,,
739694820,109.517,113.958977,22.54264493,101.17415,101.17415,1.07415056,,15,-7.19E-04,-0.002375036,-8.262861999,0.008330841,-0.008912543,-1.0224129,1.0224857,-0.9053831,0.7076278,-32.755157,32.775307,-0.003937748,0.00140315,0.32914796,0.32917452,0.004180273,1484,215,0,1499,0.55,-8.262861999,0.002481404,-25.09958957,-16.83672757,351.737138,-8.243580602,0.019281397,-19.48861713,8.033351534,-1.120676502,1.120676502,-0.003835446,0.001435199,0.389076946,1.02E-04,3.20E-05,0.059928982,22.54263773,113.9589802,FALSE,FALSE,-7.103302394,-8.370241771,4.830391301,,20.98462618,,,0.9974014,-7.75E-06,-2.02E-05,-0.0720446,4.24E-04,-1.87E-04,-0.20371754,0,0,0,55,55,4096,0,46230,0,0,,,,,99.99,99.99,3.75E+07,0,0,0,,,,20151018,231,7540,0,0,-0.61752576,-1,GPS_Atti,2,1,5,5,1,30,50,16,5,3,2,0,0,-18.709229,7.712031,1,0,0,0,0,Hover,,lost,71.42857,0,0,0,1,1,1,0,0,0,0,-10000,-6484,2,0,0,0,0,100,100,100,704,394,1285,1517,-29.23680126,378,431,1271,1394,-48.75327059,201,182,180,108,215,393,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,38,,,,,,,0.031999998,0,0,0.031999998,0,0.031999998,0.002,0,1,0.002,0,0.002,,1000000,0,0.26815063,0,,GPS_Atti,OTHER,NONE,ALREADY,FALSE,Connected,,P,TRUE,FALSE,FALSE,105300,5,1.2,1,0.123,2.91E-05,-5.84E-05,-6.0603805,41.63837,2.91E-05,-5.84E-05,-6.0603805,41.63837,47.698772,0,1,1,0,2,56.94,66.44,56.94,66.44,0.9975054,-7.77E-06,-2.03E-05,-0.07059096,0.00105313,0.002261351,8.09585922,101.1758,0.33016875,-0.2055915,0,0,1,-29,-300,-29,-34,1,5,,,
739846619,109.551,113.958977,22.54264493,101.16275,101.16275,1.062752244,,15,-6.77E-04,-0.002295972,-9.464383682,-0.004501951,0.008444998,-1.0154359,1.015481,0.36948004,-0.3536465,-35.860138,35.863785,-0.003923461,0.001396227,0.3222386,0.3222655,0.004164493,1479,246,0,1499,0.55,-9.464383682,0.0023936,-25.88491425,-16.42053057,350.5356163,-9.443474919,0.020908763,-19.48876065,8.033402642,-1.108785415,1.108785415,-0.003835446,0.001435199,0.389076946,8.80E-05,3.90E-05,0.066838352,22.54263773,113.9589802,FALSE,FALSE,-8.339838766,-8.366965434,4.845984976,,20.98476747,,,0.99659127,-7.54E-06,-1.95E-05,-0.08249845,4.07E-04,-1.84E-04,-0.19233781,0,0,0,55,55,4096,0,46244,0,0,,,,,99.99,99.99,3.75E+07,0,0,0,,,,20151018,231,7542,0,0,-0.63051546,-1,GPS_Atti,2,1,5,5,1,30,50,16,5,3,2,0,0,-18.709362,7.7120776,1,0,0,0,0,Hover,,lost,71.42857,0,0,0,1,1,1,0,0,0,0,-10000,-6515,2,0,0,0,0,100,100,100,707,394,1294,1526,-29.1329695,378,431,1271,1394,-48.75307726,202,182,184,108,215,393,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,38,,,,,,,0.031999998,0,0,0.031999998,0,0.031999998,0.002,0,1,0.002,0,0.002,,1000000,0,0.26815063,0,,GPS_Atti,OTHER,NONE,ALREADY,FALSE,Connected,,P,TRUE,FALSE,FALSE,105300,5,1.2,1,0.123,2.72E-05,-5.00E-05,-5.950665,41.599277,2.72E-05,-5.00E-05,-5.950665,41.599277,47.549957,0,1,1,0,2,57,66.32,57,66.32,0.99659127,-7.54E-06,-1.95E-05,-0.08249845,0.001044962,0.002153456,9.464380734,101.16275,0.3222386,-0.19233781,0,0,1,-29,-300,-29,-34,1,5,,,
739999604,109.585,113.958977,22.54264493,101.15317,101.15317,1.053169725,,15,-6.35E-04,-0.002236289,-10.5424007,0.002523711,-0.005797064,-1.0230169,1.0230365,0.2145868,-0.53744304,-37.831154,37.83558,-0.003911684,0.001390354,0.31660694,0.31663415,0.004151428,1474,274,0,1499,0.55,-10.5424007,0.002324743,-26.39841668,-15.85601598,349.4575993,-10.53044616,0.011954542,-19.48888277,8.033446076,-1.098828461,1.098828461,-0.003657519,0.001435199,0.389076946,2.54E-04,4.48E-05,0.072470008,22.54263773,113.9589802,FALSE,FALSE,-9.460353288,-8.374914972,4.857410377,,20.98488859,,,0.995771,-7.31E-06,-1.89E-05,-0.09187008,3.92E-04,-1.85E-04,-0.18420376,0,0,0,55,55,4096,0,46256,0,0,,,,,99.99,99.99,3.75E+07,0,0,0,,,,20151018,231,7543,0,0,-0.6325773,-1,GPS_Atti,2,1,5,5,1,30,50,16,5,3,2,0,0,-18.709457,7.712111,1,0,0,0,0,Hover,,lost,71.42857,0,0,0,1,1,1,0,0,0,0,-10000,-6500,2,0,0,0,0,100,100,100,707,394,1300,1531,-29.13287732,378,431,1271,1394,-48.75291715,202,182,185,108,215,393,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,38,,,,,,,0.031999998,0,0,0.031999998,0,0.031999998,0.002,0,1,0.002,0,0.002,,1000000,0,0.26815063,0,,GPS_Atti,OTHER,NONE,ALREADY,FALSE,Connected,,P,TRUE,FALSE,FALSE,105300,5,1.2,1,0.123,1.51E-05,-5.35E-05,-5.297475,41.555855,1.51E-05,-5.35E-05,-5.297475,41.555855,46.853355,0,1,1,0,2,57.54,65.81,57.54,65.81,0.9960577,-7.39E-06,-1.91E-05,-0.088708505,0.001037868,0.002105095,10.17862354,101.15634,0.31845754,-0.18661655,0,0,1,-28,-300,-28,-32,1,4,,,
740149621,109.618,113.958977,22.54264493,101.1422,101.1422,1.042198655,,15,-5.81E-04,-0.002175853,-11.83991523,0.004668918,-5.51E-04,-1.0279183,1.0279291,1.1734667,-1.4227477,-38.04965,38.09432,-0.00389841,0.001383625,0.3102937,0.31032127,0.004136668,1468,307,0,1499,0.55,-11.83991523,0.002252207,-26.80168146,-14.96176624,348.1600848,-11.81192267,0.027992552,-19.48902542,8.033496742,-1.087378844,1.087378844,-0.003657519,0.001435199,0.389076946,2.41E-04,5.16E-05,0.078783242,22.54263773,113.9589802,FALSE,FALSE,-10.83208145,-8.387493224,4.853494608,,20.98502988,,,0.99466693,-7.01E-06,-1.84E-05,-0.10313901,3.79E-04,-1.82E-04,-0.17719029,0,0,0,55,55,4096,0,46270,0,0,,,,,99.99,99.99,3.75E+07,0,0,0,,,,20151018,231,7545,0,0,-0.6368041,-1,GPS_Atti,2,1,5,5,1,30,50,16,5,3,2,0,0,-18.70961,7.7121644,1,0,0,0,0,Hover,,lost,71.42857,0,0,0,1,1,1,0,0,0,0,-10000,-6545,2,0,0,0,0,100,100,100,704,394,1303,1532,-29.23649054,378,431,1271,1394,-48.75273789,201,182,187,108,215,393,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,38,,,,,,,0.031999998,0,0,0.031999998,0,0.031999998,0.002,0,1,0.002,0,0.002,,1000000,0,0.26815063,0,,GPS_Atti,OTHER,NONE,ALREADY,FALSE,Connected,,P,TRUE,FALSE,FALSE,105300,5,1.2,1,0.123,1.41E-05,-5.51E-05,-4.956466,41.51756,1.41E-05,-5.51E-05,-4.956466,41.51756,46.474052,0,1,1,0,2,57.81,65.52,57.81,65.52,0.99483454,-7.05E-06,-1.84E-05,-0.10151015,0.001018344,0.002019828,11.65227541,101.14375,0.31118083,-0.17819244,0,0,1,-28,-300,-28,-32,1,4,,,
740299988,109.652,113.958977,22.54264493,101.132965,101.132965,1.032967088,,15,-5.32E-04,-0.002132158,-12.98247984,-0.007744538,0.006070295,-1.015684,1.0157316,-0.8050991,-1.3635203,-37.727947,37.76116,-0.003887372,0.001377996,0.30507925,0.30510715,0.004124383,1461,336,0,1499,0.55,-12.98247984,0.00219751,-26.99068875,-14.00820891,347.0175202,-12.95164712,0.03083272,-19.48914677,8.033539786,-1.077787553,1.077787553,-0.003657519,0.001435199,0.321978688,2.30E-04,5.72E-05,0.016899436,22.54263773,113.9589802,FALSE,FALSE,-12.02615618,-8.376378907,4.853954675,,20.985151,,,0.9935892,-6.72E-06,-1.80E-05,-0.113051295,3.68E-04,-1.79E-04,-0.17100888,0,0,0,55,55,4096,0,46282,0,0,,,,,99.99,99.99,3.75E+07,0,0,0,,,,20151018,231,7546,0,0,-0.63896906,-1,GPS_Atti,2,1,5,5,1,30,50,16,5,3,2,0,0,-18.709686,7.712191,1,0,0,0,0,Hover,,lost,71.42857,0,0,0,1,1,1,0,0,0,0,-10000,-6712,2,0,0,0,0,100,100,100,701,394,1310,1537,-29.34080444,378,431,1271,1394,-48.75259265,200,182,188,108,215,393,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,38,,,,,,,0.031999998,0,0,0.031999998,0,0.031999998,0.002,0,1,0.002,0,0.002,,1000000,0,0.26815063,0,,GPS_Atti,OTHER,NONE,ALREADY,FALSE,Connected,,P,TRUE,FALSE,FALSE,105300,5,1.2,1,0.119,1.05E-05,-4.81E-05,-4.49683,41.470123,1.05E-05,-4.81E-05,-4.49683,41.470123,45.96698,0,1,1,0,2,58.17,65.15,58.17,65.15,0.99414366,-6.86E-06,-1.82E-05,-0.108066484,0.0010067,0.001983062,12.4077378,101.137566,0.30766326,-0.17407893,0,0,1,-28,-300,-28,-32,1,4,,,
740453648,109.686,113.958977,22.54264493,101.12239,101.12239,1.022392747,,15,-4.70E-04,-0.002090489,-14.35171087,-0.003278485,-0.009926287,-1.0209597,1.0210133,-0.5837514,-1.0855947,-40.681454,40.700123,-0.003874824,0.001371615,0.29924607,0.29927433,0.004110424,1453,371,0,1499,0.55,-14.35171087,0.002142749,-27.0318139,-12.68010303,345.6482891,-14.32350763,0.02820324,-19.48928855,8.033590007,-1.066750528,1.066750528,-0.003657519,0.001435199,0.321978688,2.17E-04,6.36E-05,0.022732615,22.54263773,113.9589802,FALSE,FALSE,-13.44896932,-8.387583992,4.824648175,,20.98529229,,,0.9921675,-6.35E-06,-1.76E-05,-0.12491514,3.60E-04,-1.71E-04,-0.16211905,0,0,0,55,55,4096,0,46296,0,0,,,,,99.99,99.99,3.75E+07,0,0,0,,,,20151018,231,7548,0,0,-0.64938146,-1,GPS_Atti,2,1,5,5,1,30,50,16,5,3,2,0,0,-18.70982,7.712238,1,0,0,0,0,Hover,,lost,71.42857,0,0,1,1,1,1,0,0,0,0,-10000,-6803,2,0,0,0,0,100,100,100,701,394,1307,1534,-29.34067837,378,431,1271,1394,-48.75243317,200,182,187,108,215,393,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,38,,,,,,,0.031999998,0,0,0.031999998,0,0.031999998,0.002,0,1,0.002,0,0.002,,1000000,0,0.26815063,0,,GPS_Atti,OTHER,NONE,ALREADY,FALSE,Connected,,P,TRUE,FALSE,FALSE,105300,5,1.2,1,0.119,7.07E-06,-5.20E-05,-4.6867394,41.428463,7.07E-06,-5.20E-05,-4.6867394,41.428463,46.115234,0,1,1,0,2,57.96,65.26,57.96,65.26,0.99259365,-6.46E-06,-1.77E-05,-0.12148227,9.81E-04,0.001921583,13.95531054,101.12539,0.3008788,-0.16521214,0,0,1,-27,-300,-27,-30,1,3,,,
